order_item_id,order_id,item_id,quantity,unit_price
142,48,27,1,199.76
143,48,738,1,695.94
144,49,2012,2,442.38
145,49,1382,3,679.36
146,49,1797,3,54.36
147,50,2765,2,368.97
148,50,2090,3,87.24
149,50,785,3,123.02
150,51,529,2,438.21
151,51,2796,2,642.6
152,51,1049,3,467.5
153,51,687,2,585.26
154,52,336,1,441.53
155,52,78,3,535.53
156,52,2437,3,760.91
157,53,770,2,60.65
158,53,2392,2,124.6
159,53,2088,1,480.46
160,53,888,1,602.13
161,54,603,1,584.01
162,54,2383,1,600.08
163,54,15,2,171.99
164,54,446,3,653.53
165,55,1051,2,150.87
166,55,2147,1,310.72
167,55,1778,3,181.11
168,56,529,3,438.21
169,56,1389,2,728.38
170,57,2044,3,787.56
171,57,2624,2,184.05
172,58,1278,3,757.81
173,58,606,3,744.08
174,59,2159,2,616.24
175,59,1698,1,261.77
176,60,522,3,543.15
177,60,2068,1,400.28
178,60,294,3,540.43
179,60,1696,1,366.83
180,61,1944,2,425.16
181,61,2293,2,793.2
182,62,2178,2,266.31
183,62,846,3,494.81
184,62,2025,1,731.0
185,62,305,2,402.26
186,63,1626,2,54.82
187,63,710,3,641.58
188,63,2766,2,54.25
189,63,617,2,396.01
190,64,2248,3,786.0
191,64,2471,2,94.2
192,64,100,2,593.89
193,64,1156,2,780.8
194,65,1807,2,372.25
195,65,1160,3,797.55
196,65,870,2,494.53
197,66,2118,3,314.76
198,66,1261,3,722.24
199,66,952,1,66.91
200,66,1828,1,298.41
201,67,1473,3,205.4
202,67,1670,2,117.83
203,68,902,2,448.19
204,68,1184,2,557.68
205,69,2694,2,586.85
206,69,925,2,268.64
207,69,2373,2,607.14
208,70,2959,2,520.44
209,70,2834,1,473.43
210,71,2953,1,218.35
211,71,2897,1,142.6
212,71,1392,1,177.86
213,71,1842,3,267.24
214,72,2853,1,408.34
215,72,1046,1,764.44
216,72,2423,2,122.4
217,72,493,1,192.33
218,73,1161,1,54.02
219,73,804,2,243.0
220,74,2980,1,490.59
221,74,2640,2,570.69
222,74,2111,3,252.43
223,74,1957,3,768.51
224,75,902,2,448.19
225,75,1538,2,335.87
226,75,1770,1,758.65
227,76,602,1,566.11
228,76,2044,2,787.56
229,76,2678,3,153.93
230,76,2844,2,298.69
231,77,1016,2,355.68
232,77,2479,1,331.76
233,77,752,1,483.45
234,78,2043,2,478.85
235,78,1167,1,156.35
236,79,592,2,372.55
237,79,1319,3,270.49
238,80,1909,2,577.32
239,80,256,3,115.64
240,81,2517,1,468.43
241,81,2966,2,451.52
242,82,799,3,542.3
243,82,2734,1,118.52
244,82,332,1,406.9
245,83,2096,3,77.76
246,83,2708,2,710.13
247,83,1799,3,345.91
248,84,416,1,387.39
249,84,2745,1,501.02
250,84,340,3,732.56
251,85,108,2,359.83
252,85,629,3,734.19
253,86,1942,2,86.04
254,86,830,2,424.76
255,87,925,2,268.64
256,87,2175,2,192.93
257,87,2251,2,508.93
258,87,195,3,629.11
259,88,72,1,526.56
260,88,1351,2,201.92
261,88,1123,3,273.07
262,89,1450,3,263.08
263,89,1410,2,680.38
264,89,2844,2,298.69
265,90,261,3,531.07
266,90,2481,3,378.2
267,90,2922,3,320.53
268,90,2177,3,475.0
269,91,1218,2,517.86
270,91,2775,2,764.03
271,92,2677,1,191.66
272,92,2092,1,389.59
273,92,1582,1,612.91
274,92,63,2,190.95
275,93,2174,3,343.27
276,93,2537,3,723.3
277,93,1425,3,390.56
278,94,1329,2,699.76
279,94,1161,2,54.02
280,94,98,2,684.06
281,94,2122,3,663.88
282,95,1908,1,112.71
283,95,124,3,761.35
284,96,661,2,58.47
285,96,1580,2,288.15
286,96,417,2,320.23
287,97,1094,1,135.17
288,97,1160,2,797.55
289,98,193,2,392.78
290,98,1055,1,343.54
291,98,2760,3,294.26
292,98,2301,3,584.85
293,99,99,2,270.34
294,99,76,1,263.8
295,99,2919,1,504.97
296,99,596,3,624.08
297,100,617,1,396.01
298,100,1626,3,54.82
299,100,2527,2,255.63
300,100,1282,1,545.13
301,101,1150,3,373.48
302,101,2337,2,522.75
303,101,656,2,419.38
304,102,2249,3,129.07
305,102,1072,1,174.97
306,103,2610,1,564.72
307,103,1460,3,193.76
308,103,1954,2,320.24
309,104,1608,2,713.75
310,104,829,1,341.58
311,105,1765,3,648.85
312,105,1932,2,662.42
313,105,633,3,770.33
314,105,2863,2,525.97
315,106,1595,1,763.26
316,106,364,1,511.39
317,106,194,3,130.82
318,107,1611,2,432.21
319,107,1261,3,722.24
320,107,4,1,186.56
321,107,452,1,497.75
322,108,2220,1,353.42
323,108,2051,2,130.31
324,108,1174,2,89.92
325,108,1606,1,777.87
326,109,980,3,318.04
327,109,1933,1,539.52
328,109,1143,1,575.95
329,109,1423,3,709.95
330,110,33,1,398.79
331,110,1100,2,636.68
332,110,143,3,732.77
333,111,2707,2,161.02
334,111,1808,3,375.75
335,111,727,3,295.56
336,111,1375,2,735.51
337,112,1614,3,741.1
338,112,1136,2,685.22
339,112,2932,2,637.78
340,112,1764,1,580.09
341,113,2149,1,604.32
342,113,2629,1,524.69
343,113,402,1,509.58
344,113,1042,1,545.81
345,114,1916,3,333.1
346,114,2481,2,378.2
347,115,2712,1,159.89
348,115,536,1,477.87
349,116,1553,2,731.57
350,116,558,1,134.4
351,116,1979,1,199.6
352,117,251,1,520.2
353,117,1828,1,298.41
354,118,598,3,163.97
355,118,2544,3,283.37
356,119,2594,1,146.38
357,119,1838,1,721.18
358,119,187,2,51.65
359,120,769,3,511.85
360,120,2088,2,480.46
361,120,1740,2,105.77
362,121,1791,2,358.04
363,121,2159,1,616.24
364,122,1882,2,165.88
365,122,708,2,402.91
366,122,2605,1,76.12
367,122,477,3,521.87
368,123,1221,2,54.39
369,123,1936,1,322.03
370,123,219,3,606.81
371,124,2817,1,70.47
372,124,838,3,232.01
373,125,1280,3,303.73
374,125,331,3,669.89
375,125,1930,2,607.35
376,125,1085,1,482.63
377,126,2498,2,488.35
378,126,1529,3,573.89
379,127,1826,1,300.71
380,127,346,3,473.5
381,127,1965,1,537.72
382,127,1083,1,553.67
383,128,386,2,187.09
384,128,64,1,605.71
385,129,2253,3,742.66
386,129,1155,1,114.3
387,129,1607,1,280.86
388,129,1025,2,799.04
389,130,2389,1,263.94
390,130,2612,3,243.99
391,131,795,2,75.53
392,131,2148,3,600.41
393,131,1896,1,253.32
394,131,1772,2,656.26
395,132,1449,3,82.93
396,132,638,3,233.53
397,132,1796,1,171.38
398,133,2569,1,291.78
399,133,518,2,468.82
400,134,1765,3,648.85
401,134,2870,3,655.24
402,135,2724,2,537.5
403,135,947,3,154.57
404,135,2909,3,230.97
405,136,2114,2,527.68
406,136,499,2,632.01
407,136,1185,1,263.21
408,137,920,1,768.69
409,137,1380,1,554.18
410,137,2214,3,275.67
411,138,2668,1,289.55
412,138,1987,2,701.02
413,139,2699,1,685.3
414,139,1335,3,194.32
415,139,2177,3,475.0
416,140,1408,2,519.5
417,140,317,2,411.14
418,140,2361,3,223.17
419,140,1894,3,559.57
420,141,242,1,136.04
421,141,2964,1,646.67
422,142,2974,3,760.51
423,142,2486,1,441.86
424,142,1533,1,358.46
425,143,924,1,405.43
426,143,245,2,736.95
427,144,1071,2,422.55
428,144,2749,2,519.44
429,144,1397,1,560.51
430,145,1486,1,138.94
431,145,2051,3,130.31
432,145,1606,1,777.87
433,146,2829,1,320.29
434,146,998,3,566.04
435,146,641,1,298.33
436,146,2654,1,207.98
437,147,1075,1,248.87
438,147,1724,1,97.95
439,147,523,2,750.14
440,148,2534,1,285.68
441,148,2045,3,189.92
442,148,1863,2,662.64
443,149,82,3,506.26
444,149,270,3,142.43
445,149,1540,3,581.82
446,149,792,1,673.77
447,150,1477,2,150.75
448,150,1457,3,755.87
449,151,2812,1,186.19
450,151,424,2,530.44
451,151,640,3,77.54
452,152,1204,3,119.71
453,152,1177,2,80.59
454,152,2185,1,87.43
455,152,1481,2,653.38
456,153,1637,3,306.61
457,153,1711,1,416.47
458,154,1052,3,623.01
459,154,1692,3,575.31
460,155,356,1,667.44
461,155,971,1,143.13
462,156,1798,3,133.0
463,156,530,1,275.25
464,156,2960,3,580.06
465,156,2582,2,763.62
466,157,507,3,543.44
467,157,811,1,586.55
468,157,1821,3,132.54
469,157,1399,3,690.39
470,158,2372,2,175.08
471,158,2172,2,790.5
472,158,1125,1,641.99
473,158,454,2,346.06
474,159,1381,1,670.6
475,159,2164,3,718.53
476,160,1507,2,296.63
477,160,1393,2,99.02
478,161,729,3,617.81
479,161,542,3,747.68
480,162,2602,2,83.19
481,162,2404,1,776.33
482,162,204,1,682.31
483,163,1698,1,261.77
484,163,1147,1,670.44
485,163,2658,3,268.87
486,163,783,3,58.9
487,164,1780,1,334.32
488,164,1854,2,792.15
489,165,2190,3,236.55
490,165,687,2,585.26
491,165,2317,3,752.92
492,166,701,3,129.45
493,166,2353,3,656.03
494,166,869,1,103.14
495,167,169,1,309.31
496,167,2892,2,94.42
497,167,2913,2,530.2
498,168,1545,2,270.61
499,168,1490,2,56.4
500,168,1683,1,129.94
501,168,1981,3,576.72
502,169,2007,2,764.28
503,169,887,2,677.74
504,170,1495,2,591.88
505,170,1280,2,303.73
506,171,200,1,543.14
507,171,1903,2,314.46
508,172,283,1,655.77
509,172,448,2,50.07
510,173,1922,3,611.08
511,173,2870,1,655.24
512,173,2081,3,104.48
513,174,1081,1,374.68
514,174,1076,2,653.45
515,175,478,2,239.98
516,175,143,3,732.77
517,175,2391,3,372.9
518,175,908,1,181.45
519,176,67,2,151.74
520,176,2791,2,502.71
521,177,862,3,257.32
522,177,2483,3,154.9
523,177,2039,3,682.27
524,177,2371,3,724.9
525,178,820,1,561.38
526,178,523,2,750.14
527,178,1075,1,248.87
528,178,1749,3,99.47
529,179,1453,2,732.99
530,179,809,2,131.32
531,180,2852,2,292.16
532,180,55,1,256.56
533,180,2471,3,94.2
534,181,71,2,255.48
535,181,1913,3,271.02
536,181,26,1,115.72
537,181,2302,1,701.73
538,182,2731,2,567.27
539,182,2930,3,687.07
540,182,683,2,192.66
541,183,511,1,650.76
542,183,2675,3,542.14
543,183,515,2,758.45
544,184,1046,2,764.44
545,184,227,1,632.11
546,184,218,1,660.52
547,184,760,1,509.78
548,185,2779,3,257.03
549,185,1101,2,285.43
550,186,2528,2,697.39
551,186,512,2,666.52
552,186,1308,1,407.19
553,186,217,3,203.0
554,187,1745,2,585.83
555,187,2892,1,94.42
556,187,1131,1,389.95
557,188,2664,3,122.73
558,188,1816,3,255.4
559,189,2642,1,610.15
560,189,2685,1,292.04
561,189,1658,1,600.71
562,190,256,1,115.64
563,190,1761,2,157.0
564,190,1909,1,577.32
565,191,2217,2,439.87
566,191,859,3,193.93
567,191,271,3,452.86
568,191,1447,2,105.3
569,192,2125,2,541.47
570,192,592,3,372.55
571,192,1096,1,469.87
572,192,2605,1,76.12
573,193,2931,2,314.28
574,193,416,3,387.39
575,194,2245,1,83.7
576,194,667,2,737.12
577,194,511,3,650.76
578,194,2561,2,166.78
579,195,489,3,654.14
580,195,304,3,438.41
581,195,1512,2,391.0
582,195,465,2,61.04
583,196,285,2,257.51
584,196,2284,2,66.08
585,196,2321,1,655.55
586,196,194,2,130.82
587,197,342,3,483.49
588,197,634,2,59.16
589,198,1751,3,701.64
590,198,2101,1,509.24
591,198,367,3,552.25
592,199,2076,1,723.42
593,199,2555,2,219.47
594,199,2324,3,171.91
595,199,976,3,521.0
596,200,2214,3,275.67
597,200,413,2,639.0
598,200,2001,3,424.58
599,200,2596,3,497.7
600,201,1291,2,77.73
601,201,1971,3,515.46
602,202,2209,3,495.75
603,202,2297,3,147.29
604,202,2339,1,563.33
605,202,1613,1,601.75
606,203,2980,3,490.59
607,203,2438,2,146.91
608,203,843,3,653.34
609,203,2640,1,570.69
610,204,191,3,130.22
611,204,1633,3,244.51
612,204,2636,1,350.55
613,204,781,2,334.85
614,205,1121,3,745.63
615,205,77,1,690.37
616,205,1900,1,660.99
617,206,2272,1,349.41
618,206,1677,3,479.63
619,207,2766,1,54.25
620,207,434,2,97.84
621,207,710,1,641.58
622,207,1028,3,606.07
623,208,734,2,792.72
624,208,2274,3,74.21
625,208,1560,3,754.19
626,208,2642,3,610.15
627,209,1973,3,689.79
628,209,1998,2,108.36
629,209,743,1,679.97
630,209,1159,3,299.65
631,210,2944,1,617.58
632,210,1135,1,133.12
633,211,1428,2,528.02
634,211,2516,2,417.57
635,211,76,1,263.8
636,212,1745,1,585.83
637,212,1191,3,208.53
638,212,324,2,760.44
639,213,1619,1,348.25
640,213,2441,3,541.2
641,213,1964,3,789.61
642,214,2957,1,360.89
643,214,2281,2,592.5
644,214,1365,3,679.62
645,214,302,2,214.11
646,215,468,3,110.17
647,215,453,2,191.43
648,215,2025,3,731.0
649,216,956,3,586.97
650,216,1920,2,233.78
651,216,535,2,224.75
652,216,286,1,708.41
653,217,498,1,600.24
654,217,2045,2,189.92
655,218,1337,2,426.98
656,218,1402,3,712.85
657,219,2228,3,343.39
658,219,2746,2,296.48
659,219,1897,3,749.66
660,220,1205,3,557.33
661,220,533,1,120.72
662,220,248,1,82.89
663,221,60,1,779.37
664,221,1428,2,528.02
665,221,2690,3,233.65
666,221,76,1,263.8
667,222,855,3,442.32
668,222,2826,3,408.48
669,222,2054,1,418.28
670,222,1726,3,185.5
671,223,1633,3,244.51
672,223,645,1,748.61
673,224,2152,3,771.68
674,224,524,2,683.64
675,225,1111,1,697.17
676,225,490,1,66.01
677,226,1771,1,113.44
678,226,2971,3,469.25
679,226,1621,2,239.65
680,227,1920,2,233.78
681,227,1822,3,583.69
682,227,2701,3,156.46
683,227,535,2,224.75
684,228,2590,3,53.71
685,228,2327,3,303.15
686,228,2681,1,563.27
687,229,588,2,777.9
688,229,2785,3,467.51
689,229,2169,2,319.56
690,230,232,1,54.23
691,230,735,2,685.73
692,231,2317,2,752.92
693,231,2526,3,531.26
694,231,2656,1,523.54
695,231,2796,3,642.6
696,232,971,1,143.13
697,232,1074,2,680.29
698,233,2458,3,248.2
699,233,444,3,442.59
700,233,125,1,375.25
701,233,750,3,464.04
702,234,1365,2,679.62
703,234,15,1,171.99
704,234,1881,1,661.6
705,234,2957,3,360.89
706,235,222,3,362.42
707,235,2641,3,211.41
708,236,1222,1,541.85
709,236,460,1,513.3
710,237,2265,2,705.48
711,237,562,2,199.76
712,237,1483,1,534.02
713,238,516,1,593.88
714,238,1337,3,426.98
715,239,1992,3,672.91
716,239,865,1,533.65
717,239,98,3,684.06
718,240,1829,3,607.2
719,240,2062,3,194.63
720,240,1234,2,772.9
721,240,439,1,519.86
722,241,1203,1,510.4
723,241,844,1,293.18
724,241,1929,1,779.84
725,242,2618,3,198.21
726,242,1560,2,754.19
727,243,284,2,284.91
728,243,2457,3,276.62
729,244,1291,1,77.73
730,244,122,1,146.7
731,244,1166,3,117.24
732,244,2579,2,365.74
733,245,1576,2,514.82
734,245,1810,2,596.94
735,245,1929,2,779.84
736,246,76,1,263.8
737,246,2919,3,504.97
738,247,1494,2,405.83
739,247,465,3,61.04
740,248,89,3,302.21
741,248,1567,1,238.96
742,248,139,2,262.03
743,248,812,2,102.81
744,249,1465,2,704.64
745,249,702,1,343.94
746,249,480,1,779.96
747,250,2597,2,416.23
748,250,1379,2,453.99
749,250,2097,1,303.04
750,251,1197,1,140.45
751,251,1239,2,223.93
752,251,553,3,630.37
753,252,1240,3,366.5
754,252,1308,3,407.19
755,253,2558,2,311.64
756,253,2256,3,219.12
757,254,114,3,207.04
758,254,636,3,228.41
759,255,733,3,738.88
760,255,1635,2,701.27
761,256,1153,2,71.58
762,256,348,3,184.04
763,256,2350,2,403.01
764,257,37,1,680.6
765,257,623,2,711.91
766,257,1321,3,752.62
767,258,1771,3,113.44
768,258,8,3,666.25
769,259,668,2,411.12
770,259,566,1,387.55
771,260,1213,1,316.59
772,260,2359,1,287.7
773,260,575,2,698.21
774,261,1796,1,171.38
775,261,490,1,66.01
776,262,705,3,780.26
777,262,1571,2,301.33
778,262,1999,3,292.8
779,262,929,3,393.51
780,263,2716,1,407.73
781,263,2238,3,394.61
782,264,1148,3,585.17
783,264,2337,3,522.75
784,264,2746,3,296.48
785,265,467,2,397.76
786,265,2837,3,328.78
787,265,1960,2,424.18
788,265,2862,2,645.65
789,266,2354,1,754.95
790,266,1212,2,120.86
791,267,1983,3,159.14
792,267,2741,1,498.72
793,267,2439,2,651.81
794,267,861,1,398.16
795,268,289,1,694.04
796,268,1545,1,270.61
797,269,518,2,468.82
798,269,825,3,571.91
799,269,802,2,742.02
800,270,2745,1,501.02
801,270,2858,1,296.47
802,270,2163,2,60.17
803,271,1259,2,414.77
804,271,2699,2,685.3
805,272,2233,3,400.93
806,272,1833,3,194.7
807,272,1886,1,220.01
808,273,1106,1,422.34
809,273,1927,1,465.62
810,273,2219,2,343.04
811,274,1203,2,510.4
812,274,1813,2,579.85
813,274,1681,3,648.14
814,274,1502,2,622.13
815,275,2837,1,328.78
816,275,2930,1,687.07
817,276,1671,3,748.83
818,276,2954,1,706.35
819,277,2428,2,680.09
820,277,237,1,767.74
821,277,1390,1,55.35
822,278,2674,2,52.5
823,278,2823,2,172.16
824,278,2154,2,178.04
825,279,2460,2,775.16
826,279,45,2,201.44
827,279,1576,1,514.82
828,279,1362,1,81.34
829,280,763,1,175.63
830,280,1960,1,424.18
831,280,1431,2,145.76
832,280,1250,3,516.38
833,281,1922,3,611.08
834,281,1978,2,738.1
835,281,2637,2,591.2
836,282,2208,3,672.42
837,282,905,3,601.82
838,282,2470,2,512.37
839,283,1805,1,144.59
840,283,1936,1,322.03
841,283,345,3,538.68
842,283,812,3,102.81
843,284,763,1,175.63
844,284,2862,1,645.65
845,284,1960,3,424.18
846,285,2276,3,203.17
847,285,210,2,487.1
848,285,2700,3,591.5
849,286,966,1,199.44
850,286,2784,1,233.92
851,286,743,3,679.97
852,287,495,1,101.66
853,287,713,1,261.69
854,288,2798,1,780.67
855,288,2505,1,206.98
856,288,1323,3,141.75
857,289,84,3,394.25
858,289,2355,2,542.79
859,289,162,1,508.52
860,289,176,1,109.12
861,290,1789,1,315.9
862,290,2234,3,56.84
863,290,2003,3,757.49
864,290,409,3,466.51
865,291,761,2,401.65
866,291,2398,2,55.0
867,291,1116,2,681.1
868,292,1968,3,380.62
869,292,1835,3,594.01
870,292,2660,2,518.2
871,292,2679,1,499.68
872,293,2569,3,291.78
873,293,2587,1,712.22
874,293,2048,3,112.22
875,293,2329,3,143.23
876,294,1339,3,233.97
877,294,407,3,478.56
878,294,769,3,511.85
879,295,524,1,683.64
880,295,2029,3,554.98
881,295,619,1,672.42
882,296,2579,1,365.74
883,296,1125,1,641.99
884,296,711,1,415.63
885,296,597,1,277.51
886,297,1977,3,131.84
887,297,2687,3,562.75
888,298,1000,3,108.3
889,298,250,1,778.72
890,299,2827,2,62.11
891,299,321,2,91.93
892,299,533,3,120.72
893,299,1212,2,120.86
894,300,2940,3,248.51
895,300,1012,2,780.18
896,300,2293,2,793.2
897,301,260,3,342.13
898,301,117,2,352.55
899,302,1227,3,60.41
900,302,642,3,362.72
901,302,950,2,506.11
902,303,952,2,66.91
903,303,1232,3,405.49
904,303,2118,3,314.76
905,303,694,3,254.49
906,304,1879,1,456.78
907,304,2848,2,119.09
908,304,2084,3,210.33
909,304,1959,3,460.35
910,305,563,2,134.28
911,305,2027,1,430.67
912,305,1607,3,280.86
913,306,2372,1,175.08
914,306,2579,2,365.74
915,306,711,1,415.63
916,306,2131,3,230.42
917,307,1976,3,311.7
918,307,1933,1,539.52
919,307,1423,3,709.95
920,308,2346,3,294.34
921,308,2946,2,117.91
922,309,1783,2,209.8
923,309,2281,1,592.5
924,310,787,1,301.23
925,310,2917,3,127.97
926,310,1481,3,653.38
927,310,2316,1,545.3
928,311,901,2,695.29
929,311,1019,2,111.69
930,311,782,1,246.97
931,312,1193,1,460.37
932,312,2972,1,700.68
933,312,1859,2,667.95
934,312,1112,1,574.71
935,313,2182,1,61.69
936,313,1459,3,712.04
937,314,618,2,567.46
938,314,2348,1,68.52
939,314,2457,3,276.62
940,315,2939,3,529.61
941,315,2408,2,125.33
942,315,394,3,418.1
943,315,2083,3,288.94
944,316,1444,2,229.26
945,316,713,2,261.69
946,316,2620,2,141.16
947,317,2691,3,611.46
948,317,1218,1,517.86
949,317,1763,1,580.63
950,318,456,3,366.68
951,318,2723,2,506.48
952,318,2142,2,721.29
953,319,1577,3,424.04
954,319,1859,1,667.95
955,319,1101,3,285.43
956,319,2495,2,495.84
957,320,1453,1,732.99
958,320,1926,2,58.15
959,320,809,2,131.32
960,320,2674,1,52.5
961,321,751,1,219.31
962,321,959,3,211.77
963,321,2466,1,472.36
964,322,2391,1,372.9
965,322,2344,1,312.3
966,323,2093,3,227.32
967,323,2015,3,336.17
968,323,361,1,530.22
969,324,2525,1,505.08
970,324,838,1,232.01
971,325,75,1,308.19
972,325,109,2,153.02
973,325,1531,1,711.92
974,326,937,2,188.37
975,326,177,1,116.01
976,326,2942,2,769.48
977,327,2627,1,448.45
978,327,1057,1,290.36
979,328,2238,1,394.61
980,328,1533,2,358.46
981,328,1032,1,623.61
982,329,867,3,82.49
983,329,2223,3,159.68
984,329,1387,2,656.31
985,329,2380,1,105.31
986,330,2033,3,466.8
987,330,236,2,104.66
988,330,258,3,733.24
989,331,1436,3,366.55
990,331,2756,3,624.82
991,332,451,3,274.71
992,332,422,2,717.22
993,333,1741,2,537.33
994,333,1743,1,755.15
995,334,221,1,569.7
996,334,2476,3,284.76
997,335,634,1,59.16
998,335,87,1,471.09
999,335,271,2,452.86
1000,336,1380,3,554.18
1001,336,2509,1,433.78
1002,336,1029,1,322.78
1003,336,826,1,414.88
1004,337,596,2,624.08
1005,337,2516,2,417.57
1006,338,701,2,129.45
1007,338,602,1,566.11
1008,338,2844,1,298.69
1009,339,1361,3,453.15
1010,339,2147,3,310.72
1011,339,44,2,144.64
1012,340,1716,2,416.91
1013,340,375,3,707.08
1014,340,2252,3,381.15
1015,340,1827,2,562.22
1016,341,519,3,624.71
1017,341,1973,3,689.79
1018,341,2086,1,262.71
1019,342,412,3,150.85
1020,342,2989,1,709.3
1021,342,773,1,413.69
1022,343,843,2,653.34
1023,343,333,2,708.31
1024,343,1419,2,99.34
1025,343,355,2,170.55
1026,344,2850,3,150.8
1027,344,962,3,157.73
1028,345,803,2,569.17
1029,345,1990,2,273.75
1030,346,1565,1,714.1
1031,346,1457,2,755.87
1032,347,1549,3,381.54
1033,347,1666,1,746.75
1034,347,2924,3,310.48
1035,348,695,3,61.44
1036,348,2581,1,741.77
1037,348,1610,1,767.82
1038,348,1962,3,482.38
1039,349,1996,3,316.02
1040,349,2966,1,451.52
1041,349,833,1,354.13
1042,349,364,1,511.39
1043,350,746,3,781.23
1044,350,499,2,632.01
1045,351,1920,2,233.78
1046,351,151,2,369.5
1047,351,2788,1,610.45
1048,352,793,1,443.95
1049,352,574,2,545.28
1050,352,2611,1,366.84
1051,353,1690,3,578.11
1052,353,2867,1,459.41
1053,353,2665,1,478.06
1054,353,887,3,677.74
1055,354,2898,1,204.37
1056,354,1445,3,655.45
1057,354,439,2,519.86
1058,354,2120,3,571.22
1059,355,911,2,536.78
1060,355,432,3,755.33
1061,356,1997,2,667.26
1062,356,1862,3,702.52
1063,356,1510,2,70.13
1064,356,144,2,225.88
1065,357,1580,2,288.15
1066,357,1128,2,707.57
1067,357,1894,3,559.57
1068,357,1292,2,440.35
1069,358,1360,1,329.98
1070,358,1130,1,365.65
1071,359,1580,2,288.15
1072,359,847,3,255.42
1073,360,851,2,633.25
1074,360,544,3,525.42
1075,360,818,3,455.1
1076,361,2115,2,483.41
1077,361,815,2,163.71
1078,362,2978,1,158.17
1079,362,2324,1,171.91
1080,363,1364,2,750.13
1081,363,1181,1,472.44
1082,363,18,1,598.99
1083,363,699,2,509.95
1084,364,2305,1,259.84
1085,364,2398,2,55.0
1086,364,1867,1,421.97
1087,364,42,3,140.21
1088,365,439,2,519.86
1089,365,1829,3,607.2
1090,365,1445,2,655.45
1091,366,1859,1,667.95
1092,366,2285,1,450.64
1093,367,602,1,566.11
1094,367,1320,2,156.6
