item_id,restaurant_id,name,category,price
137,85,Consectetur Special,Desserts,517.1
138,90,Mollitia Deluxe,Sides,672.99
139,14,Quae Bowl,Main Course,262.03
140,101,Officia Special,Combos,198.98
141,26,Excepturi Thali,Desserts,673.62
142,26,Esse Combo,Sides,271.51
143,6,Reprehenderit Bowl,Combos,732.77
144,89,Libero Platter,Beverages,225.88
145,2,Architecto Wrap,Main Course,730.16
146,107,Architecto Bowl,Combos,161.86
147,12,Id Thali,Main Course,592.67
148,13,Possimus Combo,Rice & Biryani,392.56
149,38,Saepe Combo,Combos,87.56
150,105,Ullam Deluxe,Starters,689.19
151,47,Veniam Thali,Beverages,369.5
152,15,Optio Special,Starters,57.25
153,18,Illo Wrap,Breads,296.5
154,115,Quidem Platter,Desserts,708.86
155,12,Accusamus Combo,Beverages,187.15
156,52,Corrupti Platter,Combos,253.87
157,50,Non Wrap,Combos,649.92
158,84,Deleniti Thali,Breads,134.79
159,90,Fuga Wrap,Starters,786.18
160,109,Maiores Deluxe,Main Course,362.02
161,76,Necessitatibus Platter,Combos,185.95
162,49,Maiores Thali,Beverages,508.52
163,111,Aperiam Wrap,Breads,412.31
164,63,Natus Special,Sides,380.52
165,9,Asperiores Combo,Beverages,59.27
166,112,Reiciendis Wrap,Rice & Biryani,783.42
167,86,Ratione Thali,Beverages,439.32
168,89,Earum Wrap,Main Course,374.64
169,94,Magni Deluxe,Combos,309.31
170,87,Quod Wrap,Sides,161.49
171,106,Illo Bowl,Starters,58.73
172,120,Aut Deluxe,Combos,688.9
173,112,Molestiae Deluxe,Main Course,613.57
174,42,Quae Deluxe,Beverages,777.61
175,7,Odio Bowl,Rice & Biryani,462.87
176,49,Quo Platter,Rice & Biryani,109.12
177,57,Hic Thali,Combos,116.01
178,64,Soluta Platter,Beverages,139.03
179,64,Vero Wrap,Starters,126.98
180,53,Similique Special,Starters,669.43
181,102,Cumque Bowl,Desserts,717.58
182,72,Debitis Deluxe,Combos,762.77
183,47,Consequatur Thali,Starters,662.44
184,109,Mollitia Platter,Beverages,470.11
185,80,Minima Bowl,Combos,587.49
186,47,Labore Wrap,Combos,135.52
187,98,Quos Wrap,Rice & Biryani,51.65
188,46,Maiores Thali,Desserts,460.77
189,48,Dicta Wrap,Main Course,84.33
190,22,Eius Platter,Breads,666.38
191,96,Sed Wrap,Sides,130.22
192,79,Quaerat Deluxe,Rice & Biryani,140.56
193,110,Natus Platter,Rice & Biryani,392.78
194,101,Provident Deluxe,Beverages,130.82
195,54,Animi Special,Main Course,629.11
196,58,Aperiam Platter,Breads,772.89
197,1,Amet Bowl,Starters,464.92
198,56,Deserunt Thali,Combos,743.28
199,100,Iusto Deluxe,Breads,597.87
200,17,Pariatur Special,Sides,543.14
201,78,Quas Combo,Sides,364.0
202,78,Odit Wrap,Rice & Biryani,255.2
203,44,Distinctio Combo,Combos,653.6
204,18,Sequi Platter,Desserts,682.31
205,71,Quam Thali,Beverages,583.91
206,120,Deserunt Bowl,Rice & Biryani,200.67
207,80,Itaque Wrap,Desserts,564.96
208,118,Similique Wrap,Breads,786.0
209,84,Ipsum Deluxe,Beverages,582.76
210,98,Dolorem Combo,Combos,487.1
211,86,Mollitia Wrap,Sides,555.68
212,115,Sint Thali,Desserts,708.11
213,55,In Thali,Starters,442.05
214,4,Rerum Platter,Breads,89.8
215,8,Labore Deluxe,Desserts,612.64
216,21,Quae Combo,Desserts,159.82
217,8,Quaerat Wrap,Desserts,203.0
218,70,Quibusdam Special,Beverages,660.52
219,14,Porro Bowl,Rice & Biryani,606.81
220,72,Voluptatum Platter,Rice & Biryani,433.19
221,102,Recusandae Thali,Desserts,569.7
222,7,In Platter,Sides,362.42
223,101,Pariatur Wrap,Beverages,774.37
224,7,Ad Special,Desserts,202.32
225,112,Maxime Thali,Combos,672.49
226,117,Iure Wrap,Beverages,616.33
227,70,Veniam Wrap,Rice & Biryani,632.11
228,25,Culpa Combo,Combos,183.07
229,88,Nesciunt Special,Breads,771.86
230,95,Reprehenderit Bowl,Main Course,332.9
231,55,Inventore Combo,Desserts,147.55
232,75,Voluptas Thali,Desserts,54.23
233,60,Suscipit Wrap,Breads,79.96
234,119,Alias Combo,Starters,630.25
235,81,Saepe Bowl,Desserts,417.91
236,74,Pariatur Bowl,Beverages,104.66
237,91,Fuga Combo,Rice & Biryani,767.74
238,67,Ullam Special,Breads,361.95
239,69,Repellendus Platter,Main Course,312.05
240,114,Repellat Deluxe,Beverages,298.3
241,38,Eum Deluxe,Combos,797.47
242,106,Asperiores Thali,Starters,136.04
243,45,Reprehenderit Platter,Rice & Biryani,728.37
244,79,Perferendis Bowl,Rice & Biryani,769.17
245,88,Dolores Combo,Sides,736.95
246,15,Qui Platter,Desserts,455.18
247,37,Suscipit Special,Beverages,435.73
248,66,Sit Platter,Combos,82.89
249,115,Modi Wrap,Rice & Biryani,290.23
250,11,Dignissimos Special,Breads,778.72
251,99,Vero Bowl,Starters,520.2
252,27,Exercitationem Wrap,Rice & Biryani,698.71
253,55,Aliquid Thali,Main Course,204.18
254,107,Rem Wrap,Sides,534.92
255,10,Voluptates Wrap,Breads,67.81
256,92,Culpa Combo,Starters,115.64
257,7,Eaque Deluxe,Desserts,468.56
258,74,Ad Thali,Rice & Biryani,733.24
259,53,Nulla Platter,Combos,522.66
260,56,Ipsam Combo,Starters,342.13
261,16,Nihil Bowl,Starters,531.07
262,80,Distinctio Special,Starters,575.66
263,10,Neque Combo,Main Course,267.38
264,88,Voluptas Combo,Main Course,261.14
265,119,Enim Platter,Sides,346.33
266,85,Neque Special,Combos,167.24
267,29,Provident Deluxe,Sides,647.58
268,109,Similique Bowl,Desserts,770.1
269,19,Optio Combo,Beverages,768.04
270,2,Assumenda Bowl,Breads,142.43
271,1,Voluptatibus Bowl,Sides,452.86
272,11,Deserunt Combo,Rice & Biryani,611.22
273,116,Quas Wrap,Beverages,208.8
274,116,Eos Wrap,Breads,170.72
275,29,Ratione Bowl,Desserts,195.74
276,24,Itaque Wrap,Starters,688.54
277,120,Ut Bowl,Combos,533.51
278,10,Perferendis Combo,Main Course,238.02
279,26,Qui Wrap,Combos,763.65
280,46,Minus Deluxe,Rice & Biryani,125.03
281,80,Ipsam Special,Rice & Biryani,288.34
282,58,Doloribus Combo,Desserts,570.09
283,20,Officia Bowl,Beverages,655.77
284,55,Quibusdam Deluxe,Starters,284.91
285,101,Laboriosam Deluxe,Sides,257.51
286,47,Quisquam Deluxe,Beverages,708.41
287,60,Libero Platter,Beverages,631.08
288,63,Veritatis Bowl,Main Course,181.83
289,78,Vero Special,Desserts,694.04
290,18,Temporibus Bowl,Rice & Biryani,247.43
291,114,Voluptate Wrap,Main Course,595.57
292,115,Fuga Special,Starters,659.48
293,75,Similique Platter,Rice & Biryani,729.73
294,71,Perspiciatis Combo,Combos,540.43
295,20,Earum Combo,Sides,217.48
296,99,Expedita Bowl,Desserts,150.41
297,65,Hic Bowl,Main Course,347.59
298,65,Quos Special,Rice & Biryani,685.99
299,104,In Bowl,Breads,617.9
300,18,Et Platter,Breads,184.36
301,73,In Wrap,Breads,601.94
302,62,Illo Combo,Starters,214.11
303,63,Voluptatibus Deluxe,Main Course,248.27
304,30,Eos Special,Rice & Biryani,438.41
305,102,Voluptas Combo,Sides,402.26
306,59,Voluptatibus Special,Starters,785.44
307,42,Porro Special,Desserts,676.15
308,34,Ipsum Bowl,Breads,332.49
309,49,Perferendis Combo,Main Course,437.5
310,49,Laudantium Deluxe,Sides,314.67
311,112,Ratione Combo,Combos,644.49
312,114,Harum Bowl,Starters,426.38
313,18,Illo Platter,Breads,222.49
314,66,Cupiditate Wrap,Desserts,208.64
315,24,Rem Deluxe,Beverages,501.52
316,105,Veritatis Special,Rice & Biryani,360.96
317,43,Quisquam Wrap,Main Course,411.14
318,62,Modi Platter,Rice & Biryani,493.09
319,83,Nam Thali,Sides,66.83
320,6,Laborum Deluxe,Breads,151.04
321,66,Dignissimos Special,Breads,91.93
322,34,Illum Deluxe,Sides,499.52
323,73,Animi Wrap,Starters,708.88
324,94,Illo Wrap,Desserts,760.44
325,28,Beatae Platter,Combos,700.48
326,22,Laborum Deluxe,Sides,500.63
327,102,Numquam Bowl,Breads,517.41
328,66,Ullam Combo,Breads,593.14
329,44,Facere Platter,Main Course,222.36
330,50,Perferendis Deluxe,Main Course,62.42
331,67,Error Thali,Sides,669.89
332,78,Eligendi Special,Breads,406.9
333,79,Quidem Bowl,Starters,708.31
334,69,Fugit Bowl,Main Course,119.89
335,85,Ratione Deluxe,Starters,722.73
336,100,Voluptatem Wrap,Sides,441.53
337,48,Fugit Thali,Starters,573.23
338,55,Deserunt Deluxe,Combos,642.17
339,49,Corrupti Combo,Main Course,369.12
340,33,Sint Platter,Rice & Biryani,732.56
341,11,Repudiandae Combo,Sides,243.35
342,1,Excepturi Wrap,Starters,483.49
343,16,Exercitationem Bowl,Starters,331.27
344,27,Architecto Wrap,Beverages,356.63
345,14,Velit Deluxe,Sides,538.68
346,33,Quia Combo,Sides,473.5
347,79,Et Combo,Sides,616.23
348,53,Tempore Bowl,Combos,184.04
349,72,Eveniet Bowl,Combos,240.33
350,40,Asperiores Bowl,Beverages,630.65
351,51,Consequuntur Wrap,Breads,691.25
352,85,Neque Special,Rice & Biryani,384.95
353,90,Iure Deluxe,Main Course,210.84
354,52,Optio Thali,Beverages,650.64
355,79,Consequuntur Wrap,Starters,170.55
356,82,Vero Special,Main Course,667.44
357,61,Deserunt Bowl,Sides,116.11
358,34,Ab Deluxe,Beverages,110.03
359,5,Quo Wrap,Sides,748.01
360,52,Dolore Bowl,Desserts,583.7
361,77,Nemo Special,Breads,530.22
362,57,Ullam Special,Rice & Biryani,687.93
363,120,Pariatur Thali,Desserts,196.06
364,101,Perferendis Bowl,Rice & Biryani,511.39
365,87,Totam Special,Beverages,229.44
366,1,Eligendi Deluxe,Main Course,797.61
367,100,Illo Platter,Beverages,552.25
368,52,Iste Bowl,Rice & Biryani,438.31
369,95,Illo Wrap,Main Course,739.38
370,71,Tenetur Combo,Beverages,310.61
371,105,Assumenda Combo,Rice & Biryani,504.77
372,25,Commodi Platter,Sides,481.18
373,34,Totam Deluxe,Sides,429.68
374,72,Rem Special,Desserts,304.97
375,15,Eveniet Thali,Desserts,707.08
376,105,Quibusdam Thali,Desserts,570.64
377,49,Amet Bowl,Combos,627.48
378,97,Doloribus Combo,Combos,561.2
379,115,Nesciunt Bowl,Starters,411.48
380,34,Dolorum Special,Sides,525.25
381,29,Amet Wrap,Rice & Biryani,650.12
382,53,Nam Combo,Starters,575.61
383,34,Possimus Deluxe,Desserts,119.76
384,87,Ea Wrap,Beverages,107.02
385,120,Illum Deluxe,Combos,285.4
386,28,Amet Bowl,Desserts,187.09
387,96,Accusamus Wrap,Rice & Biryani,424.25
388,26,In Deluxe,Rice & Biryani,704.56
389,27,Reiciendis Deluxe,Rice & Biryani,676.21
390,108,Sed Bowl,Beverages,167.0
391,14,Corrupti Special,Main Course,556.86
392,85,Iusto Platter,Starters,623.18
393,70,Id Special,Combos,328.4
394,41,Odit Platter,Desserts,418.1
395,98,Temporibus Bowl,Desserts,348.41
396,97,Quisquam Bowl,Breads,90.61
397,103,Qui Platter,Combos,754.74
398,5,Possimus Bowl,Beverages,345.29
399,88,Deleniti Thali,Breads,392.9
400,16,Quae Wrap,Combos,286.74
401,2,Omnis Special,Rice & Biryani,334.57
402,13,Fugit Combo,Beverages,509.58
403,34,Earum Deluxe,Desserts,227.85
404,61,Culpa Bowl,Beverages,324.44
405,64,Iure Platter,Rice & Biryani,364.32
406,97,Dolorem Combo,Beverages,690.74
407,36,Officia Platter,Breads,478.56
408,74,Tenetur Wrap,Rice & Biryani,660.64
409,93,Facere Combo,Rice & Biryani,466.51
410,110,Ea Platter,Rice & Biryani,159.38
411,95,Accusantium Deluxe,Combos,654.25
412,23,Labore Platter,Combos,150.85
413,115,Impedit Thali,Beverages,639.0
414,39,Reiciendis Combo,Starters,348.8
415,89,Veniam Deluxe,Starters,211.6
416,33,Earum Platter,Main Course,387.39
417,43,Doloribus Combo,Beverages,320.23
418,72,Similique Thali,Desserts,308.11
419,53,Tempore Special,Beverages,700.53
420,78,Necessitatibus Deluxe,Breads,784.53
421,37,Nobis Combo,Beverages,554.89
422,63,Quam Thali,Combos,717.22
423,49,Itaque Bowl,Desserts,397.81
424,19,Commodi Thali,Breads,530.44
425,119,Natus Combo,Sides,523.46
426,74,Velit Platter,Main Course,109.33
427,44,Consequatur Deluxe,Beverages,287.66
428,38,Ea Wrap,Desserts,504.04
429,51,Deserunt Combo,Combos,635.73
430,47,Perferendis Wrap,Combos,360.49
431,24,Iste Thali,Starters,143.78
432,31,Expedita Wrap,Desserts,755.33
433,90,Ab Wrap,Main Course,207.93
434,51,Facilis Special,Main Course,97.84
435,113,Molestiae Platter,Starters,69.77
436,51,Ex Bowl,Main Course,127.95
437,80,Occaecati Deluxe,Main Course,541.12
438,114,Fugiat Platter,Desserts,222.02
439,95,Iure Combo,Combos,519.86
440,17,Incidunt Bowl,Breads,71.43
441,85,Reprehenderit Combo,Beverages,698.18
442,60,Rem Thali,Desserts,461.41
443,18,Accusamus Wrap,Breads,493.12
444,59,Facilis Wrap,Sides,442.59
445,82,Ullam Bowl,Desserts,731.69
446,62,Magni Bowl,Rice & Biryani,653.53
447,57,Voluptate Combo,Beverages,359.15
448,20,Ex Combo,Starters,50.07
449,105,Assumenda Thali,Breads,307.91
450,61,Vel Bowl,Starters,565.83
451,63,Cumque Thali,Combos,274.71
452,99,Omnis Platter,Desserts,497.75
453,102,Inventore Special,Beverages,191.43
454,113,Dolore Bowl,Sides,346.06
455,21,Necessitatibus Wrap,Sides,671.32
456,29,Vitae Combo,Main Course,366.68
457,31,Provident Bowl,Desserts,263.51
458,96,Voluptatibus Bowl,Desserts,359.68
459,110,Ipsa Special,Breads,152.47
460,15,Voluptas Wrap,Combos,513.3
461,35,Cumque Wrap,Combos,190.84
462,3,Tempore Deluxe,Starters,777.29
463,3,Impedit Deluxe,Main Course,261.59
464,17,Maxime Wrap,Combos,595.33
465,30,Sint Special,Breads,61.04
466,28,Est Combo,Sides,283.68
467,103,Est Platter,Beverages,397.76
468,102,Deleniti Special,Beverages,110.17
469,97,Perferendis Deluxe,Starters,249.88
470,51,Dolor Special,Combos,186.2
471,115,Odit Thali,Desserts,662.94
472,107,Sequi Special,Main Course,780.95
473,92,Minima Deluxe,Sides,628.42
474,57,Nesciunt Deluxe,Starters,199.38
475,95,Voluptates Thali,Main Course,440.85
476,27,Quo Platter,Sides,561.08
477,40,Optio Combo,Breads,521.87
478,6,Quidem Wrap,Main Course,239.98
479,82,Vel Combo,Rice & Biryani,320.32
480,7,Esse Thali,Rice & Biryani,779.96
481,31,Expedita Wrap,Sides,293.39
482,22,Vero Thali,Desserts,488.52
483,51,Saepe Thali,Rice & Biryani,56.7
484,6,Beatae Bowl,Combos,566.3
485,20,Qui Combo,Main Course,236.54
486,64,Occaecati Special,Beverages,748.14
487,98,Quia Wrap,Starters,94.83
488,83,Voluptatibus Deluxe,Main Course,144.37
489,30,Magni Combo,Beverages,654.14
490,57,Autem Wrap,Rice & Biryani,66.01
491,49,Recusandae Combo,Breads,238.02
492,6,Culpa Platter,Combos,469.27
493,70,Assumenda Wrap,Combos,192.33
494,24,Quo Bowl,Beverages,292.76
495,60,Quae Combo,Breads,101.66
496,20,Eligendi Platter,Desserts,664.56
497,70,Rem Combo,Combos,50.54
498,82,Quidem Bowl,Sides,600.24
499,114,Distinctio Special,Beverages,632.01
500,31,Doloremque Combo,Main Course,543.72
501,69,Itaque Thali,Sides,192.4
502,88,Quasi Platter,Breads,509.78
503,42,Numquam Platter,Beverages,132.85
504,67,Cum Wrap,Main Course,82.83
505,17,Vero Deluxe,Starters,201.56
506,63,Enim Deluxe,Main Course,73.86
507,83,Reprehenderit Thali,Sides,543.44
508,68,Porro Bowl,Desserts,86.81
509,29,Consectetur Bowl,Main Course,59.81
510,118,Quaerat Deluxe,Combos,746.3
511,107,Occaecati Special,Combos,650.76
512,8,Aspernatur Combo,Sides,666.52
513,102,Odit Wrap,Starters,667.73
514,35,Delectus Bowl,Starters,600.73
515,107,Quam Combo,Main Course,758.45
516,67,Nesciunt Special,Main Course,593.88
517,69,Odit Platter,Rice & Biryani,194.84
518,85,Recusandae Deluxe,Breads,468.82
519,72,Aspernatur Platter,Main Course,624.71
520,74,Ratione Combo,Combos,576.91
521,55,Officiis Special,Breads,644.35
522,71,Veniam Platter,Beverages,543.15
523,69,Inventore Bowl,Combos,750.14
524,116,Adipisci Combo,Beverages,683.64
525,53,Nam Thali,Sides,669.62
526,42,Facere Bowl,Rice & Biryani,472.36
527,28,A Platter,Desserts,320.01
528,58,Esse Platter,Sides,50.15
529,5,Repellendus Combo,Starters,438.21
530,114,Aut Combo,Starters,275.25
531,29,Aperiam Deluxe,Beverages,66.28
532,106,Nisi Wrap,Desserts,739.33
533,66,Laborum Bowl,Breads,120.72
534,59,Voluptates Combo,Breads,153.81
535,47,At Bowl,Rice & Biryani,224.75
536,104,Quis Combo,Main Course,477.87
537,73,Assumenda Deluxe,Main Course,592.69
538,102,Atque Platter,Breads,416.21
539,116,Optio Wrap,Main Course,496.42
540,39,Aliquid Special,Sides,108.86
541,8,Illo Thali,Beverages,310.95
542,105,Nemo Platter,Sides,747.68
543,16,Ducimus Thali,Rice & Biryani,610.76
544,109,Deleniti Bowl,Starters,525.42
545,81,Temporibus Platter,Starters,278.59
546,6,Tenetur Combo,Breads,295.12
547,90,Nihil Deluxe,Breads,87.89
548,94,Minima Platter,Combos,614.63
549,74,Modi Bowl,Main Course,216.56
550,38,Occaecati Thali,Sides,161.01
551,44,Minus Special,Combos,478.58
552,7,Minus Bowl,Sides,246.92
553,52,Beatae Bowl,Sides,630.37
554,17,Vero Thali,Breads,410.69
555,26,Ut Platter,Sides,539.19
556,26,Quis Bowl,Rice & Biryani,231.74
557,35,Deleniti Thali,Sides,292.56
558,119,Ullam Bowl,Main Course,134.4
559,53,Laudantium Platter,Beverages,311.23
560,42,Cumque Combo,Starters,627.26
561,22,Dolorum Combo,Combos,517.39
562,57,Quidem Special,Rice & Biryani,199.76
563,48,Mollitia Deluxe,Main Course,134.28
564,7,Quia Deluxe,Breads,701.56
565,105,Debitis Combo,Starters,307.45
566,103,Et Special,Desserts,387.55
567,3,A Combo,Rice & Biryani,605.01
568,28,Adipisci Deluxe,Desserts,461.6
569,80,In Wrap,Breads,571.3
570,86,Officiis Special,Sides,487.25
571,85,Veniam Bowl,Starters,241.59
572,8,Quisquam Combo,Rice & Biryani,641.89
573,80,Nisi Combo,Starters,398.72
574,2,Quibusdam Special,Sides,545.28
575,85,Modi Thali,Beverages,698.21
576,3,Eum Combo,Sides,223.38
577,49,Expedita Bowl,Main Course,727.9
578,63,Officia Thali,Main Course,189.81
579,65,Laborum Platter,Starters,79.81
580,119,Dolor Bowl,Desserts,300.18
581,51,Harum Wrap,Breads,63.78
582,88,Eaque Combo,Beverages,518.92
583,31,Culpa Bowl,Desserts,658.92
584,81,Aliquid Combo,Sides,717.8
585,105,Ut Special,Desserts,219.19
586,44,Nihil Platter,Breads,115.85
587,49,Sint Bowl,Rice & Biryani,363.0
588,74,Ad Deluxe,Sides,777.9
589,117,Excepturi Bowl,Beverages,386.88
590,17,Enim Deluxe,Breads,485.77
591,88,Atque Thali,Rice & Biryani,696.94
592,40,Consequuntur Wrap,Breads,372.55
593,117,Saepe Thali,Breads,542.17
594,73,Aliquid Deluxe,Beverages,100.86
595,69,Occaecati Wrap,Main Course,188.1
596,108,Sapiente Deluxe,Starters,624.08
597,113,Veniam Platter,Sides,277.51
598,96,Voluptatibus Thali,Desserts,163.97
599,25,Architecto Special,Breads,188.56
600,98,Exercitationem Bowl,Desserts,504.2
601,79,Aperiam Deluxe,Rice & Biryani,223.18
602,4,Natus Combo,Main Course,566.11
603,62,Nulla Deluxe,Combos,584.01
604,48,Eveniet Deluxe,Sides,418.58
605,18,Quis Deluxe,Rice & Biryani,219.7
606,53,Esse Thali,Starters,744.08
607,53,Aspernatur Deluxe,Rice & Biryani,618.33
608,9,Deserunt Deluxe,Combos,700.35
609,63,Provident Wrap,Beverages,700.08
610,114,Illum Deluxe,Sides,353.65
611,6,Eveniet Bowl,Sides,590.15
612,51,Repellat Bowl,Starters,440.49
613,58,Ipsum Platter,Starters,708.33
614,32,Repellat Bowl,Sides,787.87
615,6,Sapiente Bowl,Sides,437.1
616,81,Veniam Special,Rice & Biryani,268.38
617,51,Iste Combo,Desserts,396.01
618,55,Ex Combo,Starters,567.46
619,116,Incidunt Deluxe,Combos,672.42
620,58,Dicta Special,Main Course,184.83
621,75,Ut Wrap,Breads,344.8
622,42,Quasi Platter,Starters,184.16
623,76,Est Wrap,Rice & Biryani,711.91
624,12,Neque Combo,Beverages,568.79
625,117,In Wrap,Breads,588.78
626,16,Harum Special,Main Course,579.67
627,82,Assumenda Combo,Main Course,442.86
628,50,Quos Wrap,Breads,334.01
629,49,Rerum Special,Breads,734.19
630,73,Doloribus Thali,Breads,171.59
631,19,Sunt Deluxe,Starters,364.69
632,40,Veritatis Wrap,Combos,266.59
633,24,Nobis Special,Breads,770.33
634,1,Quos Bowl,Desserts,59.16
635,64,Possimus Thali,Combos,457.63
636,1,Architecto Bowl,Combos,228.41
637,76,Laborum Wrap,Combos,390.3
638,57,Temporibus Special,Starters,233.53
639,71,Velit Combo,Rice & Biryani,86.69
640,19,Modi Special,Beverages,77.54
641,110,Qui Special,Desserts,298.33
642,12,Ipsum Special,Main Course,362.72
643,23,Voluptatem Deluxe,Desserts,508.32
644,89,Nesciunt Wrap,Breads,774.72
645,96,Nemo Bowl,Beverages,748.61
646,12,Distinctio Thali,Desserts,292.12
647,115,In Platter,Main Course,618.83
648,108,Minus Bowl,Main Course,269.62
649,18,Ea Special,Desserts,296.91
