order_id,customer_id,restaurant_id,rider_id,order_timestamp,status,payment_method,total_amount,delivery_time_minutes,discount_applied
169,483,28,24,2026-06-19 12:04:00,delivered,wallet,2884.04,31,0.0
170,67,67,12,2025-10-12 19:40:00,delivered,card,1791.22,48,0.0
171,383,17,23,2026-05-21 08:02:00,delivered,card,1172.06,67,0.0
172,198,20,92,2025-05-09 18:47:00,delivered,netbanking,755.91,18,0.0
173,282,24,75,2026-04-30 23:40:00,delivered,card,2381.63,62,420.29
174,124,39,,2024-10-16 22:49:00,cancelled,upi,1681.58,,0.0
175,209,6,13,2026-05-16 19:39:00,delivered,netbanking,3978.42,47,0.0
176,298,91,43,2026-04-20 17:36:00,delivered,netbanking,1308.9,40,0.0
177,320,81,117,2026-01-29 20:55:00,delivered,wallet,5458.17,20,0.0
178,75,69,146,2026-02-21 20:40:00,delivered,upi,2608.94,54,0.0
179,489,23,,2025-07-01 13:53:00,cancelled,card,1728.62,,0.0
180,286,61,134,2025-12-23 11:29:00,delivered,netbanking,1011.13,53,112.35
181,465,47,145,2025-12-02 12:42:00,delivered,card,2141.47,54,0.0
182,282,103,,2026-05-05 20:37:00,cancelled,card,0.0,,716.21
183,473,107,31,2026-01-23 23:51:00,delivered,wallet,3794.08,31,0.0
184,205,70,132,2025-08-24 17:54:00,delivered,cash,3331.29,42,0.0
185,33,8,7,2025-10-15 14:04:00,delivered,cash,1341.95,18,0.0
186,271,8,150,2024-10-12 10:18:00,delivered,upi,3744.01,43,0.0
187,26,94,115,2026-06-08 16:01:00,delivered,cash,1656.03,23,0.0
188,344,17,99,2026-05-01 08:35:00,delivered,netbanking,1134.39,18,0.0
189,359,120,23,2026-02-26 16:01:00,delivered,wallet,1352.61,23,150.29
190,184,92,27,2026-04-06 19:58:00,refunded,netbanking,906.26,20,100.7
191,84,1,49,2024-08-12 21:15:00,delivered,netbanking,3030.71,28,0.0
192,152,40,73,2025-09-23 13:55:00,delivered,upi,2746.58,18,0.0
193,350,33,,2026-02-04 23:34:00,cancelled,card,1790.73,,0.0
194,8,107,126,2025-08-31 23:57:00,delivered,netbanking,3267.21,65,576.57
195,225,30,147,2026-06-06 15:55:00,delivered,card,3763.56,63,418.17
196,253,101,38,2026-04-24 21:25:00,delivered,wallet,1564.37,70,0.0
197,392,1,23,2024-06-24 10:42:00,delivered,wallet,1411.91,40,156.88
198,8,100,45,2026-03-01 11:43:00,delivered,upi,4270.91,19,0.0
199,168,73,140,2025-07-18 09:35:00,delivered,upi,3241.09,70,0.0
200,65,115,,2026-02-26 09:38:00,cancelled,upi,4871.85,,0.0
201,153,113,118,2026-04-06 10:41:00,delivered,card,1701.84,66,0.0
202,356,84,116,2025-10-18 13:15:00,delivered,card,3094.2,32,0.0
203,494,79,34,2025-10-13 22:31:00,delivered,upi,4296.3,35,0.0
204,253,96,8,2026-05-19 18:43:00,delivered,wallet,1822.77,57,321.67
205,387,50,88,2026-03-26 18:43:00,delivered,wallet,3229.42,69,358.83
206,94,120,137,2025-07-23 20:12:00,delivered,wallet,1609.47,62,178.83
207,405,51,,2025-01-16 14:34:00,cancelled,wallet,2709.72,,0.0
208,370,120,58,2025-11-28 20:10:00,delivered,netbanking,5901.09,70,0.0
209,55,72,74,2025-08-17 19:01:00,delivered,card,3092.01,67,773.0
210,100,40,86,2026-06-05 10:59:00,delivered,card,750.7,52,0.0
211,45,108,94,2026-06-01 17:05:00,delivered,cash,1939.48,54,215.5
212,244,94,,2026-02-18 11:15:00,cancelled,card,2732.3,,0.0
213,146,99,144,2025-01-14 19:11:00,delivered,upi,4340.68,18,0.0
214,388,62,84,2026-01-23 12:15:00,delivered,netbanking,4012.97,70,0.0
215,213,102,139,2025-12-25 22:17:00,delivered,netbanking,2470.41,55,435.96
216,217,47,11,2026-04-27 17:11:00,delivered,wallet,3217.06,17,169.32
217,191,82,18,2026-05-09 15:04:00,delivered,cash,980.08,474,0.0
218,18,67,99,2026-01-29 13:43:00,delivered,cash,2992.51,39,0.0
219,74,64,2,2026-05-31 15:27:00,refunded,wallet,3872.11,23,0.0
220,434,66,28,2025-12-21 13:58:00,in_progress,upi,1875.6,,0.0
221,98,108,134,2025-03-17 12:56:00,delivered,cash,2800.16,30,0.0
222,82,27,47,2025-04-19 19:01:00,delivered,wallet,3527.18,37,0.0
223,134,96,131,2026-06-26 16:30:00,in_progress,cash,1408.03,,74.11
224,196,116,121,2024-10-12 11:25:00,delivered,upi,3682.32,26,0.0
225,102,57,146,2025-11-04 13:53:00,delivered,cash,763.18,54,0.0
226,452,22,61,2026-01-20 21:51:00,refunded,wallet,1800.44,25,200.05
227,335,47,127,2025-08-01 14:20:00,delivered,cash,3137.51,29,0.0
228,149,32,150,2026-06-09 16:55:00,refunded,card,1307.08,43,326.77
229,96,74,55,2024-03-12 13:03:00,delivered,wallet,3597.45,46,0.0
230,71,75,14,2026-05-19 15:08:00,refunded,upi,1425.69,50,0.0
231,89,5,,2026-01-29 23:38:00,cancelled,upi,5550.96,,0.0
232,122,82,147,2024-03-03 09:12:00,delivered,wallet,1503.71,69,0.0
233,57,59,90,2026-05-10 13:13:00,delivered,wallet,3839.74,57,0.0
234,102,62,24,2026-04-03 14:03:00,delivered,upi,3275.5,53,0.0
235,204,7,105,2025-09-13 11:13:00,delivered,upi,1721.49,44,0.0
236,28,15,115,2026-02-02 10:07:00,delivered,netbanking,1002.39,23,52.76
237,390,57,46,2025-04-15 14:02:00,refunded,wallet,2344.5,44,0.0
238,398,67,135,2026-03-08 17:11:00,delivered,card,1874.82,23,0.0
239,296,86,90,2024-05-17 12:38:00,delivered,card,4604.56,61,0.0
240,415,95,59,2024-08-19 14:45:00,delivered,wallet,4471.15,44,0.0
241,98,55,40,2026-03-10 18:34:00,refunded,upi,1504.25,16,79.17
242,247,120,16,2026-01-29 19:39:00,delivered,card,1892.71,43,210.3
243,221,55,,2024-01-23 21:14:00,cancelled,upi,0.0,,0.0
244,424,113,104,2026-03-01 08:14:00,delivered,cash,1307.63,46,0.0
245,189,55,,2025-07-29 10:23:00,cancelled,card,0.0,,0.0
246,71,108,7,2026-04-20 21:00:00,delivered,cash,1600.84,66,177.87
247,284,30,133,2026-01-25 16:48:00,delivered,wallet,945.04,21,49.74
248,230,14,119,2025-07-07 11:21:00,delivered,card,1781.51,60,93.76
249,497,7,7,2025-04-29 19:33:00,delivered,upi,2533.18,16,0.0
250,179,69,,2025-11-23 19:28:00,cancelled,upi,1941.31,,102.17
251,311,52,36,2025-07-17 16:53:00,delivered,card,2231.48,59,247.94
252,17,8,30,2026-04-08 21:27:00,in_progress,cash,2205.02,,116.05
253,302,63,145,2025-05-13 16:02:00,delivered,wallet,1216.61,63,64.03
254,294,1,77,2026-06-29 10:20:00,delivered,cash,1306.35,56,0.0
255,476,117,107,2026-06-05 15:41:00,delivered,wallet,3619.18,39,0.0
256,53,53,,2024-04-11 12:13:00,cancelled,netbanking,0.0,,150.13
257,343,76,120,2025-12-25 11:39:00,delivered,netbanking,3926.05,18,436.23
258,433,22,25,2025-09-28 09:53:00,delivered,netbanking,2339.07,69,0.0
259,484,103,138,2025-01-13 22:57:00,delivered,wallet,1209.79,47,0.0
260,476,85,92,2025-03-30 20:57:00,delivered,upi,2000.71,48,0.0
261,293,57,108,2025-01-17 22:59:00,in_progress,wallet,225.52,,11.87
262,243,86,109,2024-08-22 14:24:00,delivered,upi,4502.13,50,500.24
263,238,93,149,2026-05-28 09:17:00,delivered,cash,1511.98,42,79.58
264,23,64,,2026-03-21 15:11:00,cancelled,cash,3370.56,,842.64
265,298,103,,2026-05-17 13:18:00,cancelled,wallet,0.0,,0.0
266,232,66,149,2024-08-09 22:00:00,delivered,cash,847.17,63,149.5
267,141,70,102,2026-01-18 15:17:00,delivered,netbanking,2677.92,45,0.0
268,228,78,29,2025-03-11 08:39:00,delivered,upi,964.65,52,0.0
269,184,85,88,2026-03-27 14:45:00,delivered,card,4137.41,26,0.0
270,471,33,72,2025-06-07 11:25:00,delivered,upi,917.83,63,0.0
271,135,16,103,2025-03-15 18:41:00,delivered,cash,1760.11,69,440.03
272,460,117,1,2025-12-25 12:44:00,refunded,cash,2006.9,70,0.0
273,237,107,101,2024-04-09 16:05:00,delivered,wallet,1574.04,55,0.0
274,280,55,24,2026-04-01 15:44:00,delivered,wallet,5369.18,35,0.0
275,161,103,123,2026-04-20 11:39:00,delivered,cash,1015.85,38,0.0
276,456,89,54,2025-10-02 10:30:00,delivered,cash,2362.27,41,590.57
277,500,91,35,2025-03-01 16:20:00,delivered,netbanking,1855.78,34,327.49
278,129,23,68,2026-06-03 20:43:00,delivered,wallet,644.32,,161.08
279,162,55,,2026-06-04 22:21:00,cancelled,wallet,0.0,,0.0
280,133,103,59,2026-02-24 12:54:00,delivered,upi,2074.4,517,366.07
281,439,24,81,2024-06-04 17:11:00,delivered,card,4491.84,54,0.0
282,54,11,2,2026-05-13 11:05:00,delivered,netbanking,4847.46,63,0.0
283,8,14,92,2026-04-05 20:30:00,delivered,card,2391.09,43,0.0
284,477,103,14,2025-05-13 21:50:00,delivered,upi,1884.44,28,209.38
285,377,98,,2025-04-04 15:27:00,cancelled,card,0.0,,503.73
286,344,72,66,2026-04-16 18:56:00,delivered,wallet,2473.27,34,0.0
287,334,60,115,2024-05-29 14:54:00,delivered,netbanking,363.35,33,0.0
288,392,95,126,2025-06-15 10:28:00,delivered,netbanking,1271.61,25,141.29
289,276,49,9,2026-06-02 23:22:00,delivered,upi,2597.37,39,288.6
290,167,93,102,2026-05-11 12:17:00,delivered,wallet,3950.5,43,207.92
291,264,116,137,2026-01-07 19:11:00,delivered,cash,2047.95,38,227.55
292,309,80,32,2026-05-18 11:00:00,delivered,netbanking,4459.97,24,0.0
293,263,85,124,2026-01-16 20:51:00,delivered,cash,2000.82,52,353.09
294,54,36,,2026-04-28 12:16:00,cancelled,wallet,0.0,,0.0
295,68,116,141,2025-07-24 15:37:00,delivered,upi,2869.95,46,151.05
296,484,113,1,2024-06-25 09:45:00,delivered,netbanking,1530.78,16,170.09
297,198,60,124,2025-05-30 09:58:00,delivered,card,2083.77,60,0.0
298,281,11,75,2024-08-22 19:24:00,delivered,card,1103.62,35,0.0
299,302,66,26,2026-05-15 16:26:00,delivered,cash,911.96,-1,0.0
300,428,97,85,2024-07-05 08:23:00,delivered,card,3892.29,16,0.0
301,224,56,77,2025-12-08 21:17:00,in_progress,card,1731.49,,0.0
302,363,12,121,2024-11-22 17:00:00,delivered,card,2281.61,17,0.0
303,189,99,104,2025-06-01 21:26:00,delivered,cash,3058.04,25,0.0
304,402,2,125,2026-05-20 21:35:00,delivered,wallet,2707.0,65,0.0
305,16,48,33,2025-10-11 13:23:00,delivered,upi,1541.81,16,0.0
306,221,113,147,2025-01-02 22:54:00,delivered,card,2013.45,38,0.0
307,402,60,125,2026-05-12 18:07:00,delivered,upi,3604.47,33,0.0
308,402,10,112,2026-06-23 12:17:00,delivered,upi,1118.84,32,0.0
309,309,62,76,2026-03-19 10:28:00,delivered,card,860.29,38,151.81
310,164,56,13,2024-08-07 08:54:00,delivered,upi,3190.58,19,0.0
311,474,91,,2026-02-10 16:03:00,cancelled,wallet,0.0,,0.0
312,3,8,139,2026-02-04 13:10:00,delivered,card,3071.66,65,0.0
313,247,9,28,2026-03-28 09:05:00,delivered,wallet,1758.25,67,439.56
314,96,55,9,2026-06-20 09:47:00,delivered,cash,1931.63,44,101.67
315,304,41,59,2025-11-18 23:16:00,delivered,netbanking,3366.52,66,594.09
316,268,60,106,2026-06-18 14:55:00,delivered,netbanking,1264.22,68,0.0
317,407,93,40,2025-09-23 23:12:00,delivered,netbanking,2786.23,37,146.64
318,207,29,87,2026-01-04 22:57:00,delivered,cash,3200.02,70,355.56
319,272,8,139,2024-10-06 21:02:00,delivered,wallet,3788.04,47,0.0
320,496,23,114,2026-01-01 20:58:00,delivered,cash,1164.43,32,0.0
321,185,58,139,2026-01-20 10:23:00,delivered,wallet,1326.98,36,0.0
322,55,6,26,2026-02-02 17:46:00,delivered,cash,650.94,44,34.26
323,49,77,104,2024-11-05 12:21:00,in_progress,netbanking,2109.66,,111.03
324,190,118,47,2026-06-11 16:44:00,delivered,netbanking,737.09,43,0.0
325,183,112,47,2024-11-04 13:55:00,refunded,netbanking,1326.15,37,0.0
326,133,57,34,2026-04-26 18:02:00,delivered,card,2031.71,44,0.0
327,477,46,74,2026-01-04 08:58:00,delivered,wallet,738.81,58,0.0
328,396,93,73,2026-04-05 11:00:00,delivered,wallet,1735.14,19,0.0
329,321,79,,2025-09-18 18:56:00,cancelled,cash,0.0,,428.89
330,292,74,68,2024-01-20 20:36:00,delivered,upi,3809.44,17,0.0
331,246,65,96,2025-12-06 14:42:00,delivered,card,2974.11,70,0.0
332,202,63,19,2025-12-25 18:20:00,delivered,cash,2258.57,46,0.0
333,161,33,48,2026-05-26 13:18:00,delivered,upi,1829.81,57,0.0
334,113,102,108,2025-12-14 11:04:00,delivered,wallet,1423.98,68,0.0
335,126,1,57,2026-05-03 21:32:00,delivered,card,1435.97,65,0.0
336,145,115,109,2026-04-24 18:48:00,delivered,card,2833.98,34,0.0
337,119,108,20,2026-06-24 13:51:00,delivered,cash,2083.3,31,0.0
338,456,4,141,2025-10-08 08:58:00,delivered,cash,1123.7,15,0.0
339,359,22,94,2026-03-25 13:04:00,delivered,card,2580.89,51,0.0
340,396,15,121,2025-03-25 19:21:00,delivered,card,5222.95,25,0.0
341,196,72,40,2026-02-03 09:48:00,delivered,cash,3364.97,47,841.24
342,461,23,123,2025-03-24 18:56:00,delivered,netbanking,1575.54,-6,0.0
343,110,79,34,2025-09-11 15:08:00,delivered,card,3263.08,62,0.0
344,34,54,33,2025-09-14 14:44:00,in_progress,upi,925.59,,0.0
345,26,36,33,2026-05-31 15:54:00,refunded,card,1685.84,59,0.0
346,125,48,1,2025-05-26 12:32:00,delivered,card,2003.26,58,222.58
347,177,92,34,2025-07-22 22:29:00,delivered,card,2822.81,64,0.0
348,334,21,136,2024-04-01 21:43:00,in_progress,card,3141.05,,0.0
349,484,101,4,2024-09-10 16:04:00,delivered,cash,2265.1,47,0.0
350,286,114,22,2025-05-09 20:29:00,delivered,cash,3607.71,51,0.0
351,186,47,49,2025-08-18 17:49:00,delivered,cash,1817.01,60,0.0
352,177,2,31,2026-01-29 20:10:00,delivered,upi,1901.35,20,0.0
353,131,28,132,2025-11-12 12:58:00,delivered,card,4705.02,55,0.0
354,274,95,68,2026-01-03 11:47:00,delivered,wallet,3939.28,29,984.82
355,413,31,,2026-01-07 17:29:00,cancelled,card,3005.59,,333.96
